artist_familiarity,artist_hotttnesss,duration,end_of_fade_in,key,key_confidence,loudness,mode,mode_confidence,song_hotttnesss,song_id,start_of_fade_out,tempo,time_signature,time_signature_confidence,year
0.7794903773237025,0.5535418734966178,0.05146753400206328,0.0006781270131895704,0.6363636363636364,0.83,0.6617658809428686,1.0,0.643,0.6847356042953668,SOGWEOB12AB018A4D0,0.047055897718222855,0.5685256560517384,0.14285714285714285,0.0,0.9787234042553191
0.5404407242764249,0.4295427446073341,0.04476295160706794,0.000847658766486963,0.0,0.8190000000000001,0.6173125582634172,1.0,0.629,0.6847356042953668,SOSZNRJ12A8AE46E38,0.04098906355164984,0.5607364226398853,0.5714285714285714,0.401,0.9930727362691737
0.8772137459246516,1.0,0.12286200577190597,0.0003814464449191333,0.9090909090909091,0.812,0.7557331202556932,0.0,0.768,0.6847356042953668,SOGKGLB12A81C22AFA,0.12353719881357164,0.6363154274471529,0.42857142857142855,1.0,0.9930727362691737
0.9514878179609624,0.6087050973093745,0.08856069142726777,0.0004534974400705252,0.6363636363636364,0.42,0.8257823944599814,0.0,0.5429999999999999,0.7269181860052535,SOQBGZD12AB0184341,0.09043128724070207,0.36942178295437517,0.5714285714285714,0.301,0.9970311726867888
0.7549176454508227,0.46878803191905244,0.07216248458153839,0.0008985182924761807,0.36363636363636365,0.615,0.8164336129977361,1.0,0.513,0.480610618387753,SOTPWHK12A8AE46DC8,0.06854337964936992,0.46141312910452636,0.5714285714285714,0.54,0.9851558634339436
0.6726849555502532,0.5302181914411493,0.08416015938654645,0.0,0.18181818181818182,0.726,0.8420295645225729,1.0,0.539,0.756822286913201,SOBQZKH12A8AE48A02,0.08409182283740729,0.6261129534913211,0.5714285714285714,0.823,0.9930727362691737
0.7884852457724834,0.4342786985712619,0.07395798693196233,0.001169769097752009,0.09090909090909091,0.909,0.8468770808363297,1.0,0.632,0.748731431052468,SOOLSML12A8C1414DC,0.07427348301761103,0.4619395844461267,0.5714285714285714,0.7709999999999999,0.9940623453735774
0.8775911255487232,0.6569298186606853,0.08701428021897292,0.0004534974400705252,0.36363636363636365,0.631,0.8519110400852311,1.0,0.595,0.7855070296958839,SOPXGQV12A58A7C985,0.08098051140077171,0.6340482110125237,0.42857142857142855,0.145,0.9935675408213755
0.5239260387346647,0.32499019900052345,0.10179342443883074,0.0008730885294815719,0.5454545454545454,0.08800000000000001,0.8319882807297909,0.0,0.494,0.3277366831778408,SOTUYMM12AAF3B336B,0.09600357340345989,0.40994731603844276,0.7142857142857143,1.0,0.9975259772389906
0.9028407601108464,0.943420947269366,0.12747010648045395,0.0006738887193571356,1.0,0.91,0.712238646956985,0.0,0.79,0.5997150152258715,SOEDGBE12A670211D3,0.1268318865403832,0.49675864904642425,0.5714285714285714,1.0,0.9920831271647699
0.6322101725993579,0.46062960976641204,0.09238002007350003,0.010578781405757298,0.0,0.6729999999999999,0.8299107737381809,1.0,0.34299999999999997,0.7649137431499119,SOGHDIA12A6D4F7C96,0.09311417973391777,0.5691673935849304,0.5714285714285714,0.598,0.9925779317169718
0.7318850534423309,0.462987469549734,0.08880977859633454,0.0009663309937951378,0.7272727272727273,0.7859999999999999,0.7947529631109336,1.0,0.7709999999999999,0.9204350288845892,SOVHIAK12A8C144F9C,0.08063201530948604,0.6453497085281923,0.5714285714285714,0.284,0.9920831271647699
0.7881774199418177,0.46540468839296534,0.04622633375900722,0.0010468585766113992,0.45454545454545453,0.0,0.713730190438141,1.0,0.0,0.8830772336982717,SOGELZG12A6D4F865F,0.043195664530116515,0.2462735031568107,0.5714285714285714,0.17800000000000002,0.9901039089559623
